게시일자,게시물제목명,내용
2025-11-10,트빌리시자유대 한국학 정책 워크숍 개최,"KF는 9월 26일(금)부터 27일(토)까지 이틀간 조지아 트빌리시자유대학에서 한국학 정책 워크숍을 개최했습니다. 이번 워크숍은 조지아, 아제르바이잔, 아르메니아 등 코카서스 남부 지역 내 한국학 교육자들의 전문성을 제고하고 지역별 한국학 교육 현황을 논의하기 위해 마련되었습니다. 워크숍에는 김현두 주조지아 대사, 티나틴 카로산니제 트빌리시자유대 국제관계학부 학장이 축사를 통해 참가자들을 격려했으며, 아바소바 규넬 아제르바이잔언어대 강사, 아르메니아 아메리칸대학의 크나릭 게보르기얀(Knarik GEVORGYAN) 한국어문학 강사를 비롯한 한국학 교육자와 학생 40여 명이 참가했습니다. 특히 이번 워크숍에는 영국 센트럴랭커셔대학의 임소진 아시아태평양 지역학 교수와 니키 올스포드(Niki Alsford) 인류학 교수가 참가했습니다. 임소진 교수는 영국 내 동아시아 지역학 연구한국학을 중심으로를 주제로, 니키 올스포드 교수는 해녀들의 목소리: 전통과 과학의 융합을 주제로 유럽 지역의 한국학 현황을 발표했습니다.  "
2025-11-10,러시아 차세대 한국학자 콘퍼런스 개최,"KF는 10월 30일(목)과 31일(금) 이틀간 올해 개교 270주년을 맞은 러시아 모스크바국립대학교에서 러시아 차세대 한국학자 콘퍼런스를 개최했습니다.ㅡ 이번 콘퍼런스에는 모스크바국립대, 상트페테르부르크국립대, 러시아국립인문대, 러시아국립고등경제연구대, 이르쿠츠크국립대, 우랄연방대, 극동연방대 등 21개 대학에서 한국학을 연구하는 석사 및 박사 과정생 등 60여 명이 참가했습니다. 또한 조성관 주러시아대한민국대사관 대사대리와 알렉세이 알렉산드로비치 모스크바국립대 아시아아프리카대 학장이 축사를 통해 차세대 한국학자들을 격려했습니다. 한국 관련 연구를 하는 이번 행사 참가자들은 ▲한국 내 난민의 법적 지위, ▲한국 영화 속 과학기술 발전에 따른 사회 변화에 대한 대중 인식 반영, ▲한국의 외교: 개발원조 정책, ▲한강 작가 소년이 온다에 나타난 역사적 사건 분석, ▲2022년 이후 러시아 내 한국 자동차 산업과 전망, ▲한국 영화 산업이 관광산업에 미치는 영향 등 다양한 연구 주제에 대해 발표하고 토론했습니다. 콘퍼런스는 한국의 정치, 사회, 한국사, 경제, 한국어, 문학, 문화, 종교, 예술 등 다양한 세션으로 구성되었습니다. 특히, 분야별 전공 교수들이 참여해 참가자들에게 피드백을 제공하고 한국학 전문성 향상 방안에 대한 전문가 방법론 특강도 진행했습니다.    "
2025-11-10,‘KF 글로벌 펠로 라운드테이블’ 개최,"KF는 11월 7일(금), 한국과학기술원(이하 KAIST)과 협력해 2025 KF 글로벌 펠로 라운드테이블을 KAIST 대전 본원에서 개최했습니다. 이번 라운드테이블은 과학기술 분야에서 활약 중인 KF 글로벌 펠로들이 해외에서 쌓은 경험과 글로벌 이슈에 대한 자신만의 통찰력을 청년들과 나누는 자리였습니다. 발표자로는 원종호 단국대학교 과학기술대학 에너지공학부 조교수, 유민상 오토노머스에이투지(Autonomous A2Z) 최고전략책임자(CSO), 윤대원 삼성전자 비주얼디스플레이사업부 인간이해(AI) 파트 책임연구원, 윤성일 한국생산기술연구원 울산기술실용화본부장실 선임, 이원아 국가녹색기술연구소 글로벌전략센터 연구원 등이 참석했고 여화수 KAIST 건설 및 환경공학과 교수가 사회자로 참여했습니다. 이날 행사에서는 글로벌 펠로가 2025 KF 글로벌 펠로 국외 연수 결과보고서를 기반으로 각 국가가 직면한 글로벌 이슈에 대해 과학기술 전문가로서의 경험과 통찰을 나누었습니다. 또한 스템(STEM) 분야 전문가로 성장하고자 하는 대학(원)생 및 초급 전문가를 위한 멘토링 시간도 마련해 지금까지의 연구 경험을 공유했습니다.    "
2025-11-21,"KF 한일대학생교류사업, 한국 대학생 방일 파견","KF는 한일대학생교류사업으로 한국 대학생 대표단 30명을 11월 5일(수)부터 13일(목)까지 방일 파견하였습니다. 국내 24개교 대학생으로 구성된 방일단은 외무성에서 양국 외교 관계 현황을, 주일한국대사관 한국문화원에서 상호 협력 가능 분야 등을 청취하였으며 일본 메이지대학도 방문하여 일본 대학생들과 교류하는 시간을 가졌습니다.또한 도쿄 인근 사이타마현의 고마 신사(고려 신사)를 방문, 옛 고구려 문화 흔적을 살펴보았으며 야마나시현의 아사카와 노리타카/타쿠미 형제 자료관을 방문, 두 형제가 평생에 걸쳐 조사한 조선의 도자기와 민예 관련 업적을 둘러보았습니다. 이어서 나가노에서 2박 3일 홈스테이를 경험하고 나고야에서 일본 최대 규모 철도 박물관인 리니어 철도관을 관람하였습니다.            "
2025-11-24,KF-주한에스토니아대사관 협력전시 ‘사라지는 얼음의 속삭임’ 개최,"KF와 주한에스토니아대사관(대사 타넬 세프, Tanel Sepp)이 공동 개최하는 에스토니아 시각퍼포먼스 작가 야니카 페르나(Jaanika Peerna)의 개인전 사라지는 얼음의 속삭임 Whispers of Vanishing Ice이 11월 13일(목)부터 2026년 1월 23일(금)까지 KF갤러리(서울 중구)에서 개최됩니다.한국에서는 최초 개최되는 이번 개인전에서 야니카 페르나 작가는 지난 수년간 전 세계를 무대로 이어온 빙하의 소멸과 기후 위기라는 주제의 대표작들을 소개합니다. 드로잉, 설치, 사운드, 관객 참여형 퍼포먼스가 결합된 이번 전시는 예술을 통해 인간과 자연의 관계를 새롭게 성찰하도록 합니다. 이번 전시에는 작가의 대표 작품 시리즈와 대형 설치 작업 사라지는 얼음의 속삭임이 신작으로 소개됩니다. 관람객들은 퍼포먼스 기록 영상 등 작품 20여 점을 통해 시각과 청각적으로 얼음의 소멸을 체험하는 감각적 여정을 경험할 수 있습니다.11월 13일 개막식에는 송기도 KF 이사장, 타넬 세프 주한에스토니아대사, 그리고 국내외 관계자들이 참석해 자리를 빛냈습니다. 같은 날 진행된 아티스트 토크에서는, 작가 야니카 페르나와 브리기타 레이너르트 에스토니아 미술관 책임 큐레이터가 함께 작가의 작품세계와 예술적 실천에 대해 깊이 있는 대화를 나누었습니다."
2025-11-24,2025 한-아세안 KACPE 국제 공공정책 심포지엄,"KF와 현대차 정몽구 재단의 공동 지원으로 2025 한-아세안 정책교류공동체(KACPE) 국제 공공정책 심포지엄이 11월 12일(수)과 13일(목) 이틀간 캄보디아 프놈펜에서 개최되었습니다. 이번 심포지엄은 캄보디아 왕립 정부 산하 아시아태평양경제사회위원회 국가위원회(이하 NC-ESCAP)와 호주 뉴사우스웨일스대학교 한국연구원(이하 UNSW KRI)이 공동으로 주최했습니다.  심포지엄에서는 함께 전진하는 한-아세안: 아세안 비전 2045를 향한 전략적 동맹(Advancing Together: Korea-ASEAN Strategic Alliance Toward ASEAN Vision 2045)을 주제로 ▲지정학 및 경제의 글로벌 패러다임 전환, ▲스마트 혁신, ▲지속가능한 스마트 혁신 산업, ▲한-아세안 가치 사슬(밸류 체인) 구축 등을 핵심 의제로 다루었습니다.  심포지엄에는 이장근 주아세안대한민국대표부 대사가 영상으로 축사를 전하며, 서정인 前 주아세안대한민국대표부 대사, 이광철 한국국제교류재단 글로벌사업2실장, 최재호 현대차 정몽구 재단 사무총장, 권승호 UNSW KRI 원장과 피티 스리상남(Piti Srisangnam) 아세안재단 사무총장이 참석했습니다. 또한, 캄보디아, 미얀마, 인도네시아, 말레이시아, 라오스 등 주요 아세안 국가의 전현직 고위 공무원, 정책 입안자, 학자, 정책 분석가 130여명이 참석해 지난 제46차 아세안 정상회의(2025.5.)에서 출범한 아세안 공동체 비전 2045를 지원하기 위한 한국과 아세안의 장기 파트너십 강화 방안을 다층적으로 논의했습니다.        "
2025-11-24,"2025 KF 한베청년교류사업, 한국 청년 공무원 베트남 방문","KF는 베트남 내무부와 공동으로 한-베트남 간 포괄적 전략 동반자 관계를 심화하고 미래지향적 관계 발전을 위해 11월 2일(일)부터 8일(토)까지 한국 청년 공무원 15명을 베트남에 파견했습니다.이번에 베트남을 방문하는 한국 대표단(단장: KF 지창선 아시아사업실장)은 외교부, 국방부, 국토교통부, 농림축산식품부, 지식재산처, 관세청, 국가데이터처 등 중앙 부처와 부산광역시, 경상남도청 등 총 10개 기관의 청년 공무원들로, 한-베트남 관계 심화 관련 분야에 종사하나 베트남과의 직접적인 접촉 경험이 적은 공무원을 공모를 통해 선발하였습니다.한국대표단은 베트남 내무부, 외교부, 보건부, 재경부, 베트남 행정공공관리 아카데미 등 주요 부처와 정책 논의를 진행하고, 비엣텔(Viettel) 그룹 및 산하 우주항공연구원, 동짜오(Dong Giao) 식품수출회사, KOTRA 하노이무역관, 현대자동차 타잉꽁 공장 등을 방문해 행정산업경제 협력 현황을 심도 있게 이해했습니다. 또한 닝빙성 지방정부와의 교류 및 역사문화 탐방을 통해 상호 이해를 높이고 실질적인 협력 네트워크를 구축하는 뜻깊은 시간을 가졌습니다."
2025-11-26,"해방 80주년, 한일국교정상화 60년, 한일 관계의 과거·현재·미래 공동 개최","2025년 11월 15일, KF의 지원으로 규슈대학교 한국연구센터규슈한국연구자 포럼서울대학교 일본연구소서울대학교 국제학연구소가 학술심포지엄 「해방 80주년, 한일국교정상화 60년, 한일 관계의 과거현재미래」를 공동 개최했습니다.이번 심포지엄에서는 다양한 연구 분야의 양국 연구자들이 한일 관계의 과거를 재조명하고 오늘의 과제를 진단하며, 미래 협력 방향을 모색하는 의미 있는 논의가 이루어졌습니다. 오는 12월에는 근대 이전의 한반도 국제관계를 주제로 심포지엄이 열립니다. 더 자세한 사항은 규슈대 한국학연구센터 홈페이지에서 확인해보세요! https://rcks.kyushu-u.ac.jp/ko/"
2025-11-26,K-BOOK 페스티벌 2025 in Japan 개최,"KF는 일본 K-BOOK진흥회와 공동으로 11월 22일(토)과 23일(일) 이틀간 도쿄에서  K-BOOK 페스티벌 2025 in Japan 을 개최했습니다.  K-BOOK 페스티벌  은 일본에서 드라마, 영화, 케이팝에 이어 인기를 끌고 있는 한국 책(K-북)을 일본에 소개하는 도서 축제로서, 저자, 편집자, 번역가와의 대담 등 다양한 행사를 통해 K-북에 관심 있는 일본 독자들에게 현대 한국문학을 소개합니다.올해로 7회째를 맞는 이번 행사에는 국내와 일본에서 한국 책을 출간하는 57개 출판사가 부스를 마련해 다양한 장르의 한국 관련 서적을 판매했습니다. 또한 현재 화제가 되는 한국 책을 일본 각 지역에 있는 독자들이 접할 수 있도록 홋카이도부터 오키나와에 이르기까지 일본 전국 각지 서점 74여 곳에서 한국 책을 특별 소개하는 팝업 코너도 동시에 진행했습니다.특별상영 영화 동주의 주연배우 박정민도 출판사 무제의 대표로서 이번 행사에 참여했습니다. 그리고 ▲최은영, 백수린, 이승우, 나태주 작가의 QA세션 ▲ BTS 레전드 10곡의 가사로 배우는 한국어  간행 기념 토크 ▲작가 이유리의 일상 기담 소설  브로콜리 펀치  창작의 비밀 토크 등이 마련되었습니다."
2025-11-28,영국에서 한국 문화예술 특강 개최,"KF는 11월 12일(수)과 13일(목) 영국 소재 2개 대학에서 2025 KF 한국 문화예술 특강 시리즈(KF LAB Series: Lectures on Arts and Beyond)를 개최했습니다. KF는 세계 각국에서 높아지고 있는 한국 문화예술에 대한 관심을 학문적 연구로 심화하고 차세대 전문가를 양성하기 위해 이번 특강 시리즈를 기획했습니다.  한국의 예술과 기술을 주제로 진행된 이번 특강은 런던대 SOAS(School of Oriental and African Studies), 셰필드대 한국학센터와 협력해 개최되었습니다. 특강에는 인공지능(AI), 가상현실(VR) 등 첨단 기술을 접목한 데이터 기반 예술 연구로 주목받는 이진준 카이스트 문화기술대학원 교수가 강연자로 참여했습니다. 이 교수는 AI 기술을 활용한 자신의 창작 사례를 통해 동아시아 철학 개념을 현대 미디어아트로 재해석하는 방식을 소개했습니다. 그의 작업은 소리를 데이터로 변환하고, 기계와의 협업을 통해 기술이 자연과 만나는 새로운 미학적 가능성을 제시했습니다.  KF는 앞으로도 한국 연구의 국제적 확산과 저변 확대를 위해 최선을 다하겠습니다.          "
